content_id,subject,sentiment_value,sentiment_word,content
Sow4k2ylRDgvFm3f,价格,0,,冬天9个油，夏天7个油的路过。这个价格夏天肯定破1000公里了
dTsLzOxYeA8yNCBh,价格,0,,楼主一上来就问价格了，但是修理工回答一会查电脑，店家都不敢公示价格，爱修不修。
Zz9IUVhrQgJqeGv7,价格,0,,说实话，作为车主，这两款车都不推荐，性价比太低，品控一般，主要作为三大件之一的发动机，不抗造，烧机油风险极大
6i0Rzsv4pVEHkXM9,价格,0,,感觉如果庞大真心想清库存的话，斯巴鲁的车还是好卖的，很多人不买斯巴鲁就是价格原因而已
6OdjnoPyKUQaDv31,价格,0,,超过五百人民币就是很黑的价格了。山寨印上去的，4S找小厂定做的便宜货。鉴定完毕。
PkoMaELQGUmgFwT4,价格,0,,嗯，是的。还得买18款啊，我就弄个2.0i的就行我们这没有豪华导航，只有时尚导航，豪华的4S从来也不进货，攒钱吧，25万。。。
SNJBxVqDgp9vAKTr,价格,-1,,那个东西成本很高的，新款没有算是偷工减料了。森本来就主打操控，平衡是卖点，省掉确实不应该。你看看淘宝上老森和新森够避震的价格，差很多。
ilVBrAke3EZMUyPt,价格,0,,同平台理论上四驱肯定比两驱费油，但是带来的驾驶感受和安全性，还是值那点油钱
R9X0n8kExU7IDWC4,价格,0,,如果家里不止你一个人开，而且还有新手，那就比较有用了，不光保护别人，还能保护车。当初4s自己配了一款外观和2.5尊贵es一模一样的（獠牙杠，黑尾翼，黑后视镜的），只是不带es，有的店有，有的没有
3Cw8jkALXivOMqfx,价格,0,,想请教下，森林人动力数据不是很高，车身自重一吨半了，那么加速是不是很肉？比如高速上120公里时速超车的时候感觉怎么样？确实一直说斯巴鲁配件贵保养贵，但是我想进口车应该质量可以，不容易换件的吧？想了解下坛子里有用车几年的老鸟说一下解一下惑，谢谢！另成都4S我去了两家，销售爱理不理高高在上（一家是在机场高速附近，另一家不记得了），是否4S态度都这样？
gzYnU9GOx2B3TFla,价格,0,,嗯嗯，全系标配该有的都有了，就是不知道价格会不会提高，新车上市没有了优惠    
s27vTZQLJUfh5mkA,价格,0,,不知道何时上市！价格估计30没法落地！来个2.0es我觉得蛮适合我
iUbCNmvynucYRj5X,价格,0,,佛山几个汽配城都有斯巴鲁专修的。价格还平宜。上我车气缸盖也有一点点漏。问了要吊发动机。价格好像六佰多。   
2UBZ7gjF0de9SRWc,价格,0,,这个不好说，特价车相对来说估计买的人要多点的，毕竟价格是一个优势的
cSAgX960KizLGv1e,价格,0,,你的价格都好像都是当时的购买价格吧。。现在什么价格出
wKQIg3OYrmpie2nT,价格,0,,谢谢您细致的答复 ，目前所在地是江苏，不知道这个价格相对于降了关税后到底是高了，还是可以入手？既然是购买这个2.0乞丐版的，肯定是预算有限的， 所以还是希望能够得到相对接近的区间价格反馈。     
ldP5hcgTAKWfBbGJ,价格,0,,哪有那么贵，我换一次只要５升，不到５００，买了６升，多的一升是准备拿给发动机烧的。   
EXSrYLdzcQvjyT74,价格,0,,"1、N档间隙性微抖动每辆车都有。2、前几箱油油耗较高(特别第一箱)，没多久就会降下来了。3、我用的闪迪U盘，便宜小巧，""酷我""下的mp3一直好用。"
4SNleaZoPbsivAJE,价格,0,,品牌小众，内饰用料差，这两点都与大多国人的要求不符，维修费用高（虽说一般不坏）。
NeHxKWiUoZbQD9rl,价格,0,,能和老美比？斯巴鲁在老美那边有完善的售后服务，有和竞品一样的价格，斯巴鲁中国有吗？    
4Gu5FCl1ypm3MYjh,价格,0,,无论如何，我不建议你买这种小众的进口产品，这个外观，这个内饰，这个尺寸，能用的配置的价格去到小三十万了，没有必要！    
SDKT7uqyZBLV5cMt,价格,0,,改原车一键启动键一直都可以啊，只是价格都不便宜，就怕出现电脑故障。
td5LqgfD2sWUjPTY,价格,0,,不要跟国产比价格。进口都这样    
bMZLdocNjy9zhtUV,价格,0,,这价格看不懂，前后桥油980？是指前差后差油吗？这也贵得太离谱了；四滤，机油滤、空气滤、空调滤，还有一个是哪个？怎么算也要不到900吧？你应该是看了外面的两根皮带，正时皮带要拆开正时盖才能看到？其实，正时皮带根本看不出什么问题的，到十万就必须换了，见过几台车没及时换正时套件导致顶缸的，好吓人。   
29zOhgdxb5Ry3irG,价格,0,,1、6000多包括隔音吗？整车隔音效果更好。 2、整套漫步者包括低音炮吗？低音炮带功放吗？如果低音太突出，高音就弱了。都是比较惹的祸 3、音响改了多长时间了？这个价位的音响耐听度不够，三个月就感觉欠了点什么，或许就是不咋地的感觉吧。我也有类似感觉，然后整套喇叭升级了。用过的喇叭音响改装店回收，只要补差价即可。
trkwUxXBOTW8scKv,价格,0,,是的优惠后价格24.98万元，另外还有具体贴膜，脚垫，底盘装甲，另另外还有具体的现金上的优惠，要的私信我
MrigDFAYRsEfINkq,价格,0,,如果是展厅车，从心里感觉不舒服，毕竟汽车就像自己的小情人。如果觉得价格和优惠可接受，要问清终身免费保养包括哪些东西？用什么材料如机油品牌等，否则给你用最差的，还不如不送。
CtOKSDwIzyrehEci,价格,0,,那个智能系统，4s店，报价4000。可是感觉，水份很大。现金优惠很大，又那么多赠品，主要还终身保养，心里有点不踏实。怕车子有问题。    
3pjICsZE4KXyHYA8,价格,0,,价格够低的。楼主小心被车贩子捡漏
PRzBNSQ0WvlJXjcG,价格,0,,XT的价格虚高，所以销售量也很少，不是主力车型，无ES版很正常。    
cRefvwSOFjd2pMCl,价格,0,,es版无优惠性价比低，增加那点配置与优惠2万相比不划算，而且驾驶最关键还是在人。
0VapY68qAvofEUgt,价格,0,,2.5尊贵老款优惠1.8左右只要26.98，新款29.98没优惠，加上购置税保险，真的差3万多    
4EUXhTtA5Il0DPGY,价格,0,,大哥你买的时候优惠多少？现在考虑拿新款还是老款，新款看配置上有随动转向大灯，自动灯光系统，还有侧方监测，和多功能显示器，价格不知道会不会加价，报价是原来的价格。2.0的。    
pwiRFTLHz7r5JNWu,价格,0,,给一个合理价格，我有车   
QgBLtMbjoW5zqFwV,价格,0,,价格16.8，小刀，让个路费什么的，大刀，记者勿扰！
N9h6FfCaZiQImWgE,价格,0,,优惠价是多少，分享出来一下。实体店还是X宝。包安装不？
S9bdvzojeuU1VILW,价格,1,,老款应该增大优惠力度，否则哪那么容易清
SlMeUu5ivcAJqVX0,价格,1,,我上次保养 是变速箱油 刹车油 机油机滤 合计1980元 你自己算 刹车油比较贵 银川斯巴鲁做的 你要不信你去问！不要说什么一个变速箱油2800！我认为你在撒谎！   
NGyshKCTUfntF4E2,价格,0,,全球化采购的后果 日本本土的价格贵 成本高 低成本的泰国货 虽然降低成本 但声誉也一起降低了    
p8KlrEFaMN7kw49d,价格,0,,性价比高，轮圈大一寸，带装逼换档拨片，前脸好看，这些功能1W是搞不到的，没追求还是买豪华吧，当然，再没追求建议买其它车！望采纳    
DJtXGd9TIj7oHZhi,价格,0,,16款也多加啊？估计四儿子故意搞到烧机油，好挣大修发动机的钱。
JXZdzFwTgAECRc2l,价格,1,,车不错，价格再靠谱点就好了
SQZWNRE3eVJkjPf7,价格,0,,直接买 价格车况好的话13以内都没问题
ORvSEao5Dd2JLYAl,价格,0,,森就是好开，小众，能接受就买。考虑配置性价比，还是算了。
yuMwv8A4I7NPOcJD,价格,0,,去看看国产法式豪华DS的维修价格吧！
jTa6KoI1ymA2HekJ,价格,0,,正常16左右行情价，18估计难！2.5T版本也就比2.5版本多卖个三万块钱，其实对于当年新车价格来说，的确亏得厉害。。。
cJYGbOXIMWZxCw5U,价格,1,,不到19万 这价格无敌了
TaxO205pDtulHG9i,价格,0,,关心价格一般还不是车主，最多准车主而已，真正的车主再谈价格还有意义吗？比如我四川优惠五千，你北方优惠一万，我犯的着成天纠结吗？
3dOu6RFEPH7UKp5w,价格,0,,这个价格不错，其他地区的车友可以参考一下
6RcohtkEwFMg3Zx5,价格,1,,价格最低多少？非常有意
ayLZMdpuOilGv6qF,价格,-1,,保养价格一般，维修价格比同级别贵很多。
fVaR2Yew87udU31W,价格,0,,多少钱啊？近期准备换导航
xtAqpUcvazf6QDko,价格,0,,买当时多少公里？价格够可以的了
yFujWkExlsQTwAYL,价格,0,,你用金美孚1号的话，有什么改善么.金美孚不便宜，如果还是5000保养的话，价格上反而支出更多。
uj09ckHdrbI2gDXw,价格,0,,大神，我的小森是16款的，17年3月产的车，我不小心把导航卡格式化了，去4s店问过了，说要600块钱从厂家重新提卡，有别的处理方式嘛
ezdC0rVQ9ExoZ7OW,价格,0,,感觉配件价格一般，稍微贵一点。但也比奥迪便宜。而且只要不乱改，没碰撞，一般也坏不了。再说，还有保保险公司呢
Nk2DL9OcyhegrEid,价格,0,,嗯，就是问问发动机容易坏吗？易损件的价格怎么样？
GFqcbBlxWdEOZ98U,价格,0,,是不是就是价格es和日间行车灯？ 外观内饰变吗/
6YOgDZisAcz4B8Kb,价格,0,,可迪亚克就算了吧，试驾过操控一般，内饰也很一般。森林人如果上新款，特别是加鹰眼的话，价格只高不低
RfchnPL26rEYqU9d,价格,0,,我也看中了这款，价格300多文犹豫了很久
Np8JIeV0kgx6yHjU,价格,0,,森林人性能好，车好看，又省钱，当然是适合于我们这一些初创业者。
JhjbDXaK5oAVzUwN,价格,0,,肯定会有一些优惠，但不会价格大跳水，因为新款出来之前厂家就会控制产量了。
hQpxuaeL51if34Ss,价格,0,,新森只有价格上做文章了 不然会死的很难看   
przyuJL82c1GfBAv,价格,0,,裸车优惠了多少？落地多少？
YsgwXUIHZAQ0upVR,价格,0,,不用说！这个价位就森林人、超级维特拉是全时四驱！比欧蓝德的四驱强多了！欧蓝德顶配就多了一个类似于加了个前锁！    
SKFUxA7dVENw1ot8,价格,0,,森林人现在优惠很大，盼着在便宜点
Nn7xR5CtmZk3Bfuy,价格,0,,前轮换的菲罗多，不错，无噪音。后轮本来还是换菲罗多，可惜涨价了！最后，换的佐佐木
6uOk5U3st7ezNhbE,价格,0,,朋友 你哪个诚市优惠1.8W 我宁波    
OnaeE0m3Ho4hPBG9,价格,0,,新款和旧款的变化不是很大，至少从悬挂结构，发动机，变速箱等大件来看，没什么大变化。进口车降税最快也要国庆节左右才能出来，而且新款没有优惠，我觉得还是旧款性价比高点。
tEwq3kU6yNp4AHMj,价格,0,,上上个月去问已经优惠1w了，前几天有个兄弟不是发帖说优惠1.8w么？
lgWB1GQPU2LtCbIO,价格,0,,小保养700左右，大保养1000不到，森林人保养间隔短，5000公里就要保养。19款肯定比现款的性价比要高，因为10月份关税要下降，但是新车优惠基本不用考虑，所以如何决定还要看楼主自己的决定。
k3jfLWGU7ZvHeYgr,价格,0,,我也才定过，优惠两万，和你同款的，送前后防撞护板，两侧脚踏板，后尾翼，底部装甲还有两次保养～
64RkNdunL9TrUSQy,价格,0,,套路太深，兄弟，我的优惠八千，加了个车友群才知道外地优惠力度这么大……优惠将近三万     
6huJNeXjFqAyTPdQ,价格,0,,2.0高配的优惠多少？你是在无锡哪一家订的？    
1roZPfezp2xJIDGi,价格,0,,我准备等到新款rav4双擎和换代后的卡罗拉双擎上市后里面选择一个再换车，现款的汉兰达虽然保值率高，但油耗以及油品需求都不低，而且还要加价，应对2020年我朝普及乙醇油，我感觉汉兰达用不长久，不适合自己对下一辆车经济性的诉求，新一代rav4和卡罗拉双擎取决那时候两新车的完成度（质量可靠度当先、功能性次之）    
k8rL1RFvXEVwINMH,价格,0,,你平常用的机油是什么类型的，如果是便宜的矿物油那么发动机的声音肯定是要大些的，可以换成全合成的试下。
av18RgOi9q3zLJZB,价格,0,,我觉得2.0的买最高配，2.5的可以选择不上eyesight的，觉得有用也可以上，再往高就是钱了
vkDGIoJ8TZNdw1B4,价格,0,,我之前选车，感觉其他日系SUV要是全时四驱加上这些辅助件齐全，排量1.3—1.5之间的比森林人便宜，但是2.0以上排量的和森林人的价格差不多了，有的还略高一些，这有个同级别比较，才能看出性价比的关系，而且操控没有森林人好。    
6b1yQrFJhdi2aZso,价格,0,,2.5排量的话价格合适，但是车况和里程就要你自己掌握。
G06n5apCJTUyW7dh,价格,0,,呵呵，2.5豪华有一款加了鹰眼，和普通2.5豪华价格差1.3
xITUtjneCiDaK4r0,价格,0,,关键是什么价格间的对比？
ajkbZcriRmB6otJ9,价格,0,,安索就算了吧！我之前用过两次，价格贵，性能差，深踩油门时要它的老命似的！嘶吼？
0zvVXq62e1A9ib4W,价格,1,,我就需要操控好点，价格便宜，烂路也能走的即可.120转弯
bknrC4PKsLwvtMVl,价格,0,,价格给你便宜了，新车还加了价你一来一回不少钱。
e2maqIsDiCNpbUyX,价格,0,,还有，人家红外激光雷达价格随便都是毫米波雷达的几十倍，结果你还说什么几乎忽略不计！看样子你家的毫米波雷达都是清朝祖传下来的，都卖成古董价了……
xlCcQsGXBZd3hR91,价格,0,,哈哈Q5现在优惠力度很大，价格差不多所以纠结。
EfgDJMeVjAR2Oani,价格,0,,两部车价格差好多，一个是低调实用主意。一个是高调的小奢豪华车。看你怎么用吧
oHCUun6B7GvL8WlI,价格,0,,2.5的确好很多 妹妹市区经常开 就建议2.0 贵州也是山区 动力大肯定好 也有乐趣 我油耗目前7.4 1W公里
lTwuRqjUV0eOyCdc,价格,0,,我想应该不是价格问题，能上带套的都不在乎，应该是与发动机的配合度问题。反正我还没能带上套
ZFDQvjqLe042yWr8,价格,0,,其实没必要花钱再搞喇叭，原车不好是因为配的导航不好，除非你是发烧友，不然你叫4儿子把原车的cd给回你换上去。你就发现你的5000大洋花得没必要了。
ZxIysR3VwmEXitzo,价格,0,,淘宝很多型号啊，搜索森林人，导航，即可，多对比几家，看看评价
5nximF6XTzfJZa4A,价格,0,,怎么没等过两天的2018款？价格不变多es啊
b4AXUmFtI69dREae,价格,0,,没必要，2.5低配就行了，价格可谈
lSQtCEDvrhdxG5LU,价格,0,,楼主估计也就值个七八万，因为这车后期的保养费用确实太高了，而且油耗也没有什么优势，大家买这个车就不如买个省油耐用一点的丰田车了
kGE5UO3MHwJFQ9Yf,价格,-1,,送的东西不考虑的话，因为送的东西也不值多少钱，店里给你的价格只要是比厂家指导价优惠的话应该还可以
hbjHsBtwcPqa0CJ3,价格,0,,官方北京价格小保600左右
DWyohezJr0CQONqt,价格,0,,是啊，五千公里一次。我这就是4s店啊，看我名字就懂了，不是在外面维修厂，都是用斯巴鲁自己的机油，如果用其他牌子更贵的机油另外计价格
rytcHs5GMUWREKfj,价格,0,,森林人外观内饰都不如刚出的杠5吧，保值率的低下导致买二手车不错，水平对置发动机的后续维护也和你要的省钱省心背道而驰。逼格方面只要不上到bba，哪来的逼格？
gHiD3zTUrPCd5FWs,价格,0,,没图片没价格，谁搭理你
IBwacFpzU3vL15EJ,价格,-1,,保养不贵，操控不错在suv里，你可以试驾，但是空间没有汉兰达大，没有他气派大气，斯巴鲁是低调的车。装逼勿选，优势就是四驱安全一点
VoijeQ4huWkB0ZlL,价格,1,,北京石景山古城的那个店，丰台有一个也这个价格！置换还有4千补贴。车友们你们的车现在启动声音大吗？
QWD8lycXxm3SKe4z,价格,0,,这个公里数，价格应该在16万吧
cDQiy0dnrVfx3MWl,价格,0,,20大几万的车，保养和同价格的车基本上差不多，不贵。
073DfApbZlcJ1tWE,价格,0,,我的就换成獠牙前杠了！出了事故对方全责然后让4S直接换的獠牙，价格是一样的，只不过雾灯罩要另外加钱换，一个131！
g2vFMCd1N4i97KUQ,价格,0,,斯巴鲁这配置和价格确实不是很合算
TcdzWbYEAqNIiPyp,价格,0,,卖肯定没问题，只是价格问题
nlf4epZz7URcOWjT,价格,0,,这个我不懂，你对比一下各二手车网站价格及论坛车友出价吧，2.0现在我估计十万以上吧，好车况11左右吧
9FVrmxcqvdC4pnzf,价格,0,,我也想收一台森林人。楼主我也在义乌。你那车什么价格。年份。公里数。哪里看车
OvSEW15GR9L2TYpC,价格,0,,价格应该差不多！只是返点上可能有出入
LU9S1nwJeQicBPFH,价格,1,,680你还觉得便宜？只能说这些年国行机油价格太离谱了，让你觉得机油是很高大上的东西。去美国亚马逊看下机油价格能吓尿你
nWp4U7IiXA6PrQmC,价格,0,,那估计就是官方特装版了，这个优惠还可以了，当然越多越好。    
OT4cMNr6vXoZKSCn,价格,0,,问过了，想再问问大家有没有更大的优惠幅度    
WQ8e0VLzm1Nck3jt,价格,0,,常熟2.5尊导优惠1w5啊 送4年免费保养
5jCfSe8z9wo1sU6i,价格,0,,我的就只优惠五千送6000礼包，没其他了    
Q8yxEWpPwmJtscbn,价格,0,,优惠幅度有点大呀，羡慕
YPyQjeoxu0N5AaqV,价格,1,,我这个是才出来的2016款2.5的豪华特装，只比顶配少了尾翼，价格便宜很多，配置也齐全。   
lctobe5GjuBCxy4p,价格,0,,我刚刚入手2.5尊贵很满意，开着舒服，油耗很省，跟我1.6马3差不多。
G8hZaqu15NQ2zsJn,价格,0,,车价7.6，修车2万差不多。另外里程表肯定动过，9年11万，除非家里有其他车，我上班1.5公里，平时市区办事（县城，方圆不到10），一年2万公里呢
fAhkYX2HCdLWejRb,价格,0,,跑高速那就有点高了，可能是显示不准吧，可能你加满油并没有加很满，刚刚到最满那格，跑一会儿自然就跳掉一格了，反正你邮箱空了试试200块钱可以跑多少公里，就知道到底是油耗有问题还是只是电脑显示有问题了    
KMZARaNglYCsJ0jo,价格,0,,首先换车退款可以商量，不给商量就走法律渠道维权。让他修复后这个终身保养可以考虑，但是要签协议列免费保养项目清单，让斯巴鲁盖章相关责任人签字认可。或者给便宜点钱提车，价格3W起。
h8Lau6KWxfmIOPj7,价格,0,,你定的啥版本啊，有优惠吗？   
4grifhEPpnxc0WS3,价格,0,,斯巴鲁玩混动，用丰田技术？没技术优势、没价格优势。    
TmBDYCLkqhX68ysv,价格,0,,壳牌0W20，效果和价格都很好。    
lQEBMIFYh3W2ZRda,价格,0,,贵州贵阳优惠1万，落地价264800元。
eBAOK0iL9kRTu3X7,价格,0,,是的，经典的二代无框森林人！如果是二代森你这个价格还是很合理的！   
wEgZ92N4b6AMOkxS,价格,-1,,先买一个1万左右的二手车，捷达、伊兰特，练练手，再买吧，到时候玩意还想买森林人都有新一代上市了，说不定就是六速手自一体的了，还降价啦。否则买什么都可惜了
BnVNYmgcslkfGDSe,价格,0,,不贵，斯巴鲁优惠本来就不是很大的。
Njqb59iEroQOJ0CX,价格,-1,,怠速抖动有一点 噪音不算大 crv隔音也没好到哪去 crv和森设计上是同一等级的车 但是合资和全进口全看你个人看法了 进口车高关税 合资车质量打折扣 这种只能自己衡量了
JYBR31ezsQObFVa0,价格,0,,你是那边区县的 哥们，你走汽博提的哇？价格咋样？   
4mupsO9QdHIjAZCx,价格,0,,哪里的18款优惠5千？
PZaUybTwCt4jqsnv,价格,0,,烧机油可能和平时不关心有很大关系。但是网上查查美国市场烧机油现象也蛮多的。我朋友16款2.5尊贵还没出现这个问题。水平对置可能确实比较烧机油，大众的不是也烧么……我觉得很正常。看了那么些论坛，2.5排量的6万公里之后烧机油问题相对多些，2.0的好像真的很少
kz6lDqx7PQcRBoVv,价格,0,,刚定2.0豪华版，优惠2.1，2888送精品套餐
KzOcf2gUuVm4oIyh,价格,0,,实在贵的话就换个发动机，拆车件就可以，一万左右
CS8uaGHjZex7nqLv,价格,1,,客观的说，能增加低扭，进藏，或者经常爬山有用，但是对应这个价格，还是缺少性价比。毕竟这东西不便宜。   
xF860eoBE9tMkgcD,价格,0,,美华，据说别的地方还有优惠2万加的    
TU8qXLNScFeEGJop,价格,0,,这个价格的紧凑型SUV舒适性都差不多，森林人硬归硬，我也没觉得比CRV不舒服。当然，跟中型SUV比肯定还有点差距，我家还有个新汉兰达，乘坐舒适性相比就确实是两个档次了。
9vnib5NlZmXjGRsw,价格,0,,哥们 是哪儿的 可否透露一下优惠价格 怎么谈
sR5IdcrS47ACxgkf,价格,1,,小森没买过，别的车买过，而且不是那种100-200的，还挺贵的，但是效果真心没那么好，我觉得没那个必要，就是觉得灯光不够用，要买改灯，要么淘宝换个国产的大灯总成，效果都比这种好的多，这个东西价格不便宜，效果还不好！@别看网页宣传的视频照片，都忽悠人的！而且这个东西外面看的确很亮，但是实际从车内看效果就呵呵呵了
PfT21Y8IqGeOik6M,价格,0,,大哥吉林哪里优惠这么多，我也是吉林的。    
qYK5ZvFwyMj9HbxQ,价格,0,,2.5价格高，我开车不急，2.0长途怎么样？   
uRJFKHw50MWCgQEj,价格,0,,库存一年的车也敢买，这是多大的勇气，还是给了多动心的优惠。
8RjxP2OmA6FzaNfv,价格,0,,黑龙江大庆也没有优惠23.98，哈尔滨车展能给点小赠品
BS6GJonqAjs3i5dD,价格,0,,那家店，我问了好几家都没优惠。    
WzG1hoF0sn4YmMNd,价格,0,,丰台那个和北七家都答应优惠一万 都首付五十 贷款两年免息 多磨磨 丰台加四千多免费终身机油    
Syba49BXGKAj5E2J,价格,0,,汉兰达最大卖点就是空间，但他就是长得像SUV的MPV，负责人的说他能去的地方GL8也能去，GL8不能去的地方即便是四驱的最好也别去，去了就是给自己和别人找麻烦，另外汉兰达开起来也像是一辆MPV，软软的悬挂，过弯时侧倾也比较明显，还是舒适为主，现款是双喷射的发动机，保养维护也比进气歧管喷射的要贵，最不能认的就是加价！
pz8P7vGWgAeoUbrc,价格,0,,谢谢！两个都有喜欢的地方，价格也差不太多，就是感觉森林人配置落伍了点。   
cxdNAbiwF7ar901z,价格,0,,不去了，都一样，我又选了几天车倒是发现了，之所以卖森因为不是豪品牌，不是喜欢的车标，仅仅是因为情怀和25以内没有bba可选，也不是喜欢的内饰。光有内在是打动不了我的，我知道了自己喜欢的！够了，买个思域或者福克斯代步，去挣钱了，以后换bba！    
AEJ4Rzqk8PL5bFfg,价格,0,,关键是变动多大啊，值不值等，价格贵不贵啊    
v2oQzqurO6aEdAsh,价格,0,,公路四驱差别都不大，这俩车价格差很多，看自己收入买，都不是能越野的车不要纠结四驱哪个更好！
ibSO4ogXnq0d7Tfw,价格,0,,性价比高不高还是主要看优惠价格，一般高配优惠多点，低配优惠少点，自己做对比就有答案了。
pDnAP3eMVs1j47Cb,价格,0,,这个价格还不够买真的，也只能呵呵了？这货也就两千一米，合着一个方向盘套的布钱也就200-300，YYP之前买的大概一千多，两年了量大了，也降下来了。   
5hlv1GcgFWRDLi8u,价格,0,,就是呀，觉得对不起这个价格。开着烦心    
Z7ovg4rQWNT5czpl,价格,0,,2.5豪华，该有的都有了，价格相对适中
H9Eqg04t2xn6CkJT,价格,1,,动力有没有要求？保养的话肯定汉兰达便宜实惠
iSkQ6VBe41l9s3HJ,价格,0,,这个主要看预算啊？要是给我，我肯定买高配不买低配，高配2.5落地得30多了吧，高配2.0我刚买的，落地不到27，油耗差不多，追求激烈驾驶，还是2.5吧。2.5尊贵导航版，确实不错！值得推荐！
jZTniaUmkgNuroEL,价格,0,,按说没必要，但森林人安全性能极好，整车防撞梁结实！油耗也低，成心省钱的活，细开油耗可低至6.OL及以下！
50URtN4rqHjKGT7p,价格,0,,40油进价低 卖的高 利润大 EJ用30的比较合适
8SjFg2purME4Jx0A,价格,0,,出厂时间最起码要半年以上了，价格可以便宜2万
HALEWZPmhvTzKjr8,价格,0,,有没有具体价格配置及到车时间   
mWbG5Zc1zwy6KtjV,价格,0,,13款2.5尊贵有爆震， 就是加速地盘刺拉拉或者嘎拉卡拉声音。 没管他。使劲操
AEYbGMtnhrJ76sUd,价格,0,,可以了解下马牌的LX2 SUV和MPV定位的专用胎 整体上 稍微硬些 但是胶很软挺耐老化的 可以适应一些轻微的非铺装路面 朋友介绍的 感觉用着还是很好的 比米胖子便宜不少 更主要的是不像轿车专用胎那么娇气 泥地雪地抓地力也稍微好些 噪音虽然不能同轿车胎比但是也没大的区别 不像倍耐力的蝎子胎那么极端的噪音和费油
wtoBu6QpKzlO8maL,价格,0,,说说你两次的路途中的八样价格是多少啊。贵吧
bKsdJG5Bu4QFfAEL,价格,0,,本地4s店置换车，原车主没怎么开，车总体看起来比较整，感觉森林人做工比较糙，现在要价12左右    
QZHrOlg7P4Xdy2Y3,价格,0,,噪音没办法，隔音等于白扔钱，根本没用！你换车吧
jyTlYHMnAKc4EROF,价格,-1,,保养不贵，维修贵进口车都是一样的，不过楼主如果想省心又便宜，我建议去买SUV销量前五的车型（品牌不限），如果想享受有一定的驾驶乐趣有一定的通过性，选这个车不会后悔。顺便说一下合资里面四驱的价格也都不便宜的。
beH79mYF60rqQwKW,价格,0,,现车没有，价格出来了，可以预定了，估计一个月   
