content_id,subject,sentiment_value,sentiment_word,content
ay6bwYNud4KBVJXg,价格,0,,说句不好听的，要不加预算 要不就接受，大活人都没完美的，更何况一台机械！30w预算买雷也就是es200 还得加点！品质 动力 逼格…钱到位都到位，不到位就取舍，斯巴鲁在日系里品控一般般，接近美系！
YxvTf4hr1odFwyM7,价格,0,,补充一点，我买之前也试过指南者，试驾一次就放弃了，没劲，工艺不如森林人，你看各评测的都不如森林人，四驱价格也不便宜，估计买指南者的也是抱着对JEEP的情节。
VYRCeOz63ky4UhFP,价格,0,,报个价钱！合适我要！价格微信
EnKrOoixv9Bq0b5Y,价格,0,,改双排什么价格？我常熟的.    
VL6jHoQ8ZpyIP0tn,价格,0,,这是我出去玩的照片，给你一些参考，比铺地上的强多了，隔潮，睡得爽，唯一的问题就是拆装费劲，还有价格略贵
24imyrkH9Bcu067W,价格,0,,想花钱？看我的：把你那个庞大山寨导航扔了，上某宝收一个原厂的印象换上，买一个卡仕达的云景2S车内后视镜，连电子狗、行车记录仪都省了。   
8g9n4vVqZQ6JSP5x,价格,0,,国外相当实惠，国内进口的价格太贵    
dL1EZgfl4RjkeKUh,价格,-1,,不可否认7儿子的配件都是进口的，所以贵啊，不是一般的贵，想买斯巴鲁，还是先去4儿子看看配件的价格吧，一般的收入不高，果断放弃，如果你爱折腾无所谓，他们对比的车竟然是宝马X3。一般很多配件比如三元 氧传感器 方向机 角度传感器等等一个月才有配件，让你急着用车的时候想死的心都有。
V1NSF709AmjTRPhe,价格,0,,庞大中冀斯巴鲁全国一个老板，人家是中国总代理，价格差不多
yBOG7JzfwRZxHVUo,价格,0,,优惠一万五。送了发动机护板，5年10万公里保养   
zJjMAVQLrfeUms3Y,价格,0,,早了将近四个月这个价买的豪华导航版     
3hctzfuMi9F0r17m,价格,0,,好便宜啊，这个价格只能上一间酷似狗啊   
A34yvHZGOCmtczpf,价格,0,,肯定没了。我这边四家4s我都确认过了。2.0弱混。价格可能还要比2.5乞丐指导价更高。
CkjQS5YZNHvFAXzt,价格,1,,如果没有大问题，这个价格真是值！
SUV7QinvDBPmL5OC,价格,0,,森林人全系降了1.7-1.9万不等，根据车型稍有差异 在此基础上，中晋斯巴鲁又降了1.38万，贷款再降0.8万 目前2.0豪华的价格，如果贷款裸车20.5万，等下半年改款上来这个价格估计还会进一步下探
pGEBk04J1dcLUThW,价格,0,,同问。在4s置换价格会比其它地方低吗？    
wHYay9uoQIO25Rht,价格,0,,这个在网上卖，有很多的，只要相互匹配的车型的话，只要价格买高一点，应该质量不会差到哪里去。
JEpFPS0tBo5O8hxu,价格,0,,优惠多少钱亲？导航应该是在国内港口加装的
reyUlXwx6YZHf2Nc,价格,0,,汽车之家网站看看价格和车主的口碑，电话咨询各经销商优惠力度和礼包，具体细节需要到店协商
um2A5EVOerPf1ZKS,价格,0,,2.5森挺合适的，我也不是一咬牙上2.5了。当时也在纠结这个问题，发动机是不能换的。就2万块钱差价，少抽几包烟。现在开了2万多公里 油耗也不错总里程油耗7.6。也不少机油。没人会嫌车动力过剩了。有更好的动力超车都安全的多。
7KRGZL60qn39dMXN,价格,0,,22万，你真搞笑我连车碰都没碰到过，就让我我贴两万？22万你就是跑任何一家4s店都做不到这价格。    
ho6QNZl0uXev3C9q,价格,0,,表显的油耗确实比较准，长期油耗也不会偏差太多，A里程内记录每次加油的钱自己算了下和表显差不多    
0HR9mNhn3dzgXr1F,价格,0,,新款取消2.5的了，如果只想2.0就还是等吧，但我觉得2.5会好一点。等快换代时价格应该会好点。    
3oqNdjLtr6HBxkKD,价格,1,,这个价格是真心便宜啊！比我谈下来的价格便宜了将近2万哦！    
sDLvXxwqMJf5jgTc,价格,0,,可以私信一下裸车价格多少吗？准备买了
uWgbGATV0jOoarDw,价格,0,,当地的汽配城专修店铺保养车辆即可，汽配城店铺是车辆专修的密集地区价格比较公道
jEpFZwbyDHo9tXkn,价格,0,,就现价来说，我愿意为多出的三万买单，毕竟，进口森林人的安全性，整体比合资好，但现问题是，庞大垄断了后期维护保养，死贵还坑，看看庞大装的中控屏就知道有多黑了，
JK1uU6QgvX7FPmeC,价格,0,,建议在开开吧，再开两年还卖你这价。一旦出了4S店门口，你的车就折价很多了。
FGRbjwZTUlkg86pQ,价格,0,,这个价位的SUV 内饰都这样 我得森 看久了也挺好的
Pzcjy48JxafdKIAV,价格,0,,如果车况不错，15万也算是正常价了，整体来说10-15万正常   
hxR9gUEeVuBHcPTk,价格,0,,钱多就是任性！4万公里只更换发动机机油就行。
rN1gsRZq98mTL2ow,价格,1,,做做工作，配件不便宜。保养没多贵。    
ZUCOEHAd1ga7LFxk,价格,0,,求定制途径，价格，刹车改装了吗？
ywJhqCI501xpn8Tu,价格,-1,,重心底的水平对置和全时四驱！  你开过就知道了！这车唯一缺点日后维护成本高！后来想想不如买台奥迪他弟。维修就便宜啦。不管啦。
yoH41Gi9Y7RXmJwK,价格,0,,买车这类车别考虑油耗，差个2毛钱一公里十万公里才多少钱？可靠性才是第一！    
ICnk96qfHQtTULAc,价格,0,,看品牌，看实物质量。不过，一般4S送的大多都是低档货，还不如直接让他折现优惠车价。
oQ49SFW7I0LybuqU,价格,0,,6.6正常价 一手车的话不要再降价了 就这个价 少了不卖 好出
fxyncAKhsDum2Oob,价格,0,,作为曾经2.5T车主 忠告 建议别买 油耗非常高 好好开 350公里灯亮 造一造 300灯亮 不提钱 自驾游的话静看你去加油站了
X8wU7Mr5kBcSDxJh,价格,0,,这车死贵，烧机油，质量差，维修贵，不过老子就是喜欢，所以就要买了！我觉得天大的面子都不如有钱任性这个面子来的爽…
O6ECF9ct4iuMlDJ2,价格,0,,但是小森的2.0t都可以买q5了。性价比太低了。感觉还是2.5尊贵好。当然追求速度还是买大马力车吧    
1HKS4tw3Z7r5Mjbd,价格,-1,,CRV不算是同价位。。。    
dRpfDLrSM0sYWvIB,价格,0,,二手车可以按平台上面的评估价来定，车况没有问题的话比上面多个几千一万的也没有关系
ioUIrmX7F4V9bClB,价格,0,,确实有松垮感。 去年底又添了个小车，c3xr，  按价格不到森林人一半，但是底盘的整体性，高速上的沉稳感，还真比森林人强。 所有日系车都有共同的基因：底盘不够整，车子有些轻飘
WPIkOoDsAQl7hiTN,价格,0,,感谢您的详细回复，我理解了，我已经摸到那个板的底部有和您这个一模一样的窟窿，我决定拆掉主机和空调面板以后从主机后方取小灯的电，您说的那个led灯，您可否给我一个链接，这个灯的价格参差不齐。十分感谢！    
VhlJyLza5ERfxDnZ,价格,0,,如果你要4驱，超控，视野，请选森林人，如果你要舒适，空间，性价比请选奇骏，看你侧重什么，我是开了一年的奇骏亏4万多卖掉换的森林人
1KRVcuea2SYEsynd,价格,0,,目前，新老1万5的优惠差肯定有。    
AcT47a1YvjXbyodn,价格,0,,感觉不好只需要支付运费给我运回来就是了，不过出了很多，都全部成交，大到轮胎，轮毂四套，小到其他都是如此，也没有不给钱的也没有退货的    
8NnaMkJhHyALDcPZ,价格,0,,方便说下城市和价格不？
8Y35jtbpHAeThg70,价格,0,,河南，刚提一个月，优惠1.98万。离的不太远可以考虑来这边看。
KfFAPD6TohrVGUSs,价格,0,,大哥，2.0的也优惠两万？    
AHrjUh6xkJ7dRcLW,价格,0,,男人就想追求完美，女人就想省钱。男女人大脑构造完全不同，预算3000就换个建武ddx6016吧，价格原厂面板900，不带导航模块的话。3000出头，用你私房钱吧领头补上。完美             
Oey5EIJUc4PQa36m,价格,0,,然后呢？北京烤鸭在美国也卖天价！又如何？所以废话少说，你觉得欧蓝德好就赶紧买欧蓝德去，在这里BB喷fen有毛线用…要知道国内国外售价配置不同的产品多去了…差个价就纠结成这样，还能活下去吗…     
R52zpKF3CkvcYhL8,价格,0,,开过森林人同价位的就不想再开其他车了
4Nx9kchmQwlHE3YI,价格,0,,CDX、森林人 价格差不多。一个是合资车一个是进口车。所以我觉得还是森林人
K3Aby8kS6urpQRYa,价格,0,,今天去4S看了看车，价格开口优惠五千，砍到最后也只给九千，还是南方优惠力度大。   
QKtFkz9vn68ErxUm,价格,0,,我这中石化优惠后5.5元不到……
FfcOkjr9XwMlZvIW,价格,0,,价格！因为森林人要想改音响的话，加上四门隔音共鸣处理，不能低于1万元，瞎闹的营生就不要干了，毕竟是30万的车啊   
VZsxWz1fbk6DLFXO,价格,0,,要看个人还是车行，跑八万买过来要做大大保健，价格有点高15以下可以出手。
xwpBL2Rf89F6qO0u,价格,0,,关键是XT的价确实有点高！    
r0XIUAqlz9aQcvYB,价格,0,,给个低价，合适就要了。   
9KQ7RiT8vdOeroHb,价格,0,,森林人是主打车型买xv还不如买价格同等轿车选择余地大的多
KBDSkAULJQ6v4WVT,价格,0,,新森刚出来说不定价格更恶心，建议汉兰达，其实高配冠道挺好的，也值得考虑。
TNP8GkgvxcYJ51dS,价格,0,,考虑森林人，你的考虑好，小毛病多，维修贵……售后的材料差，态度差，技术差……
WUMfjXzKCtP4F3qg,价格,0,,总有人拿美国斯巴鲁，crv，rav4价格说事，咋了就看不到斯巴鲁进中国还是进口货，后两个就来就是国产货呢，搞笑
AMlzYOEDGNWr4tUI,价格,0,,凯美瑞合资不是挺好么？别小看国产车，广汽丰田的品控是众多品牌中数一数二的，在全世界的丰田工厂里都是名列前茅的。我巴不得斯巴鲁国产呢，避开关税，价格最少也能下滑20%，多好。
cjeL2RdTgBrzXisv,价格,0,,掌握方法很方便拆装，两勾两卡。装的时候先勾后卡，拆的时候先拗开下面两卡位再往上一顶就出来某宝搜森林人后视镜片价格80那家好像在卖（但我没在他那里买）
4C1iftvQzxIA29g6,价格,1,,斯巴鲁特殊，找个懂行的看看吧……价格很不错
1IS5ErKoGiW4Jjls,价格,0,,我是根据保养手册在4s店换的。当时买车时送了7000保养费，所以价格也没关注。现在想想换早了
Gx5zIE8tOnUfiCYy,价格,0,,去非铺装路越野，这个是最轻的代价，刮底盘，，前、后保险杠，，哪里有点小磕碰，，刮掉点油漆，，轮胎被扎，，这些都是非铺装路面难以避免的，要爽的代价
7PYVKRsj3Ftm0Wop,价格,0,,现在用金壳020的，比原厂好多了。行货价格太太贵
ZwWhIekUOgL2TaVf,价格,0,,宁波4S的价格651
ZGnLHOQMUmTYfusI,价格,0,,自己淘了一个几十块钱，安装有点麻烦，安装费都比摄像头贵，时不时用到，我自己装了一个按钮开关，接进歌乐导航的倒车影像里。
1NxrRQWBTJFw7A2d,价格,0,,16年台风的时候被刮来的石子砸了。走的保险，4S报价材料连工时五千六百多好像
XGRehAmp9QSzZCNL,价格,0,,你怎么算出来的，国外的价格又不是不知道，现在资讯这么发达，你当别人都是你这样的山顶洞人啊
HZ1BLnSGKDtxcRP9,价格,0,,你之前开brz那么建议你还是选xt。2.5的动力有点太弱鸡了。我的2.5开了2年6万公里，现在肠子都青了。抛开品牌不谈，xt的价格确实也没有很多的性价比。三十大几万。舒适真的谈不上去试驾吧兄弟
bx87EnuPHgq0Vy6e,价格,0,,适配森林人的？私信价格？
Q0fVx2qNWLe916Pz,价格,0,,京东自营的全球购美孚，夏天5w30或40，冬天0w30，关键看价格
dHbmaZcxAgpnwETN,价格,0,,价格方面的问题你可以上车型首页的口啤里面看看，都是车主发的口啤价格可以作参考。
pLSxhPtQ4OmTDg95,价格,0,,价格有点儿偏低啊朋友。
wm62yPbD8engtuGI,价格,0,,按理 说0-2.5排量 整体价格阡7%正常   
AF0Izd3Ecfgkujy9,价格,0,,这个店还行吧，但价格蛮高
94epsj1buvW2lBIf,价格,0,,如果这次中美贸易战真的能给广大群众带来福利，也是一件利好的事，只是这个关税真的下降不知道真的能不能让车价、零配件的价格降低一些，降低多少，还是等真正公布的时候看看吧，希望是福音
c95QCaf3XKtn04VE,价格,0,,我去，岛国顶配森林人的价格太吓人了吧，在国内只能买个同级别合资乞丐，或者小一号的合资中配，不过可以买到大号天朝产豪车    
OLTDzsIkWUeYKHX3,价格,0,,顶配森林人岛国价跟主楼链接里的进口锐界海外价格差不多，估计经销商利润、经营成本和运输费之和也在5万左右，也不能让商家没利润，要不然就垮了，没人去干了。我现在在想顶配森的岛国价格、还有进口锐界海外价格跟很多合资乞丐版价格差不多，合资的利润到底是好多…………    
ZRSP1JekE783vNiw,价格,0,,坐标在哪里？跑了多少公里？价格多少？我有意
dM3i6seOI4ckbZtg,价格,0,,老款不降价，新款提高价格，国家降的税被他们吞了
I27CTamYDZ5oyX9B,价格,0,,难道楼主买车是没看配置，看名字买车？看看价格，合同有无太大出入。一般都是按合同上写的对，对不上再维权吧。
sLJc1tXdGQUeVhEf,价格,0,,2.5顶配原车价才29.98，功课没做足啊，我去买车的时候已经把销售侃晕了，每一款什么外观什么配置已经是张嘴就来了，弄的销售最后要对照配置表才敢回答我的问题，就算疯狂的喜欢一款车也不要盲目屈从啊，希望你的事情能有一个好结果
wxzmSrR20gA5kdQa,价格,-1,,这油只能双十一半价买，正价太贵。油是好油，就是动力差了点。
vlCphH36ucoXYAqw,价格,0,,跨度有点大吧！翻了一倍的价格。经济实用家庭用，新凯美瑞。商务出行且需要面子，奔驰E。低调性价比高，沃尔沃S90。
yoUEBOQszJW0KA5G,价格,0,,是的，希望价格高的再降一点    
Cme1yAS3oLdfiRBK,价格,0,,私信吧，给的价格合理也就出了，想捡便宜的请绕行，谢谢，我希望对方还是想好了价格再出价，不喜欢挤牙膏，谢谢！    
q4webEMXRSyDN5Qf,价格,0,,如果进口欧蓝德的价格降到跟广汽的一样，不知道你这句话会不会在你们论坛发    
atYuVC4do9Z3EQ2X,价格,0,,19款运动版价格会高点吧，至少算是中配，可惜预算只够2.5低配
jaihGf4Qxl9qdNry,价格,0,,价格还是很合适的，赶快入手吧
5SMgPUyoustRpH1C,价格,0,,这个价格还可以，是哪里的
k9CaQPBrpeX8bjSG,价格,0,,都写的很清楚了，森傲维修，自己开修理厂的，当然可以开的久啊，坏了自己修，成本可以低不少，保养品的货源也可以搞到价格最低的的真品，所以懂车才能买斯巴鲁，等买给了下家车主手上试试
bCx8wV5SpZDlK3Py,价格,0,,价格合适，车没有大问题，我可以考虑考虑。
jw6r9o5lKR0qmnYO,价格,0,,这价格不靠谱，要仔细看车有没有问题。
NTSwHW7RQV1bUA3m,价格,0,,你好楼主。关于价格，一个地区一个价格，甚至两个4S店的优惠都不一样。所以建议你电话咨询下4S店。
uSEYLOmivbVUT1dM,价格,0,,讲真，我也不知道2.5为啥不进入中国。可能销量占比太少吧，毕竟森林人还是2.0买的多，而且消费税率也悬殊一些。上2.0混动价格方面竞争性会更强一些。   
gwtnIS4qfW9iRvNo,价格,0,,现在关税也降了，我觉得还有下探空间，要清库存上新款了    
Ky2H3WgfdaIwrSAt,价格,0,,落地就是这个价格，北京已提车    
xehQGn9UXiu7Z28I,价格,0,,全国最低的2.0优惠是2.2万，上海可以考虑合肥提车，优惠2万
Cv9S02asNYldJ8hH,价格,0,,2.0高配27万不知优惠大不大，主要不知道新款的外观会怎样，现款的运动前杠我喜欢    
sjK5uV0zPwJMld2X,价格,0,,浪费钱的东西，这菜车开几年就卖了，不会因为你漆面保存的好就价格比人家贵个几千块的。
sN0Od9C6iDhzPrQq,价格,0,,就夏天防晒来说，贴膜肯定有效果，但前提是好膜，我前档贴的威固v70，阳光直射下用手感受能隔绝大部分热量，对视线几乎没什么影响，就是太贵了，万一玻璃破了损失就大了。
lpF1QBJRqNorkeVh,价格,0,,这的看在哪里开车，贵州、四川那样的山区是比较费刹车的，换了安全。
Mj2skhg31YLtnazp,价格,0,,森林人小保养更换机油和机油滤清器，在400元以内，维护费用不高价格关键是机油的价格差异
P7zwjrpgGSFiDA4M,价格,1,,车是好车，但价格低肯定有原因的
ZeHdSwvXkxMUFBsl,价格,0,,前后差速器油太贵太贵了， 汽油滤算上也不需要这么贵吧？机油滤才几十、空气滤和空调滤也才各几十，就算是4S的价格，这三样也就不到300，汽油滤我换过一个，不记得多少钱了，但肯定不需要600.   
aKEvnRIi9sjpV5OF,价格,0,,这个黑嘉实多你可以买京东全球购的，我已经用了近两万公里了，没问题的。而且有个车友自己用机油测试机器测试过了，这个油指数基本都符合指标，真油。我以前一直用安签名版，太贵，没意思
8NX1aUQcJb7w4nHf,价格,0,,曼牌空气滤有人说比原厂小，我仔细观察完全能盖严实，型号c2201没问题。机油滤是曼牌的，最新型号6019还是比较好的，某东营89.9元，我用了两个了。博世的空调滤价格比曼实惠的多，用上去也不错，是活性炭的。   
TCtMvskX4U53FR6n,价格,0,,讲真，XC60看了 现在优惠下来和2T森差不多 产品力真没觉得比森好    
ZwDJI2ExNGAMqT6a,价格,0,,淘宝有卖的，价格不贵运费贵，去4那买点，2元一个
cYOzKSreBUWy8ZCp,价格,0,,4S店换LED大灯价格吓死你，估计12000 还不如装海拉5或6的5000够了！！
X7Dmi6pBvyNF5bjH,价格,0,,我这里预存了三千，三年后返还，每年三次保养免费换机油机滤什么的，前几天从青海回来后做了次五万公里的保养，没有费用。感觉还可以吧
3ya5ghm4wi9xcjTe,价格,0,,等月底新款出来以后，现款优惠会更多，先别出手
rRKxz0l5Jqo42GF7,价格,0,,我第二年比较了4S的和自己外面问的价格，同样的项目比4S少了1000左右，还多送了一个抱枕，一套工具箱，一个车载冰箱！
pmNyoGrdC1KhVlIA,价格,0,,新款还是这个优惠价 说没优惠就是噱头 又没什么大改 就加了es   
t4YZpKuxUPTziljS,价格,0,,2万多？优惠的价格还是优惠完的价格？都挺猛的，可以下手了！
CMyhi0xvJV97RXZY,价格,0,,不是都这样，便宜的日本车才这样。不说雷车那一层次，就看国产的冠道就可以了，包括底盘的平整度，隔音等等还是钱没到。   
FmEnshzT3UoO9tpc,价格,0,,是国内后加的，加个360影像，自动升窗，前顶吧，刹车顶，加价1万。
wkjKsHS6l84xU7cZ,价格,1,,今天去光盘了，200块，回来一路猛操，异响没有了，也没原来的拖刹感了，就是盘很烫，可能是刚才猛操的原因。总体感觉可以，再观察一段时间，要是不行，就换前轴承（可能是发烫的原因）和换刹车盘，看了网上的，200多一个不贵。
kcIlN4O5yfJvtuGa,价格,0,,我也有强迫症，我就老是感觉我的方向盘不正，哈哈哈，没事就去做个四轮定位什么的。最好发现是我的感觉出了问题！祝你早日加入森林人大家庭。这车就是价格贵了点，谁让人家是纯进口呢，给国家交了多少的税啊，我们是真爱国啊    
1zkIPQn47Hm2gL3O,价格,0,,雷克萨斯570卖146.9万 但是这个价格就是买不到 需要加价15万到20万不等才能提车   
2w1orQ7IHc9piAuV,价格,0,,我是不准备等新平台了，但我们这里优惠才一万，改款后配置增加我感觉比优惠合适，现在就等改款实车到店了。    
rJbkSWvNsAdq5uY0,价格,0,,200t的价格比森林人高多了，没法比较吧…雷车豪华舒适，但论性能。森林人绝对不比它差。
iJDBmlQzdhKw7jYg,价格,0,,后视镜外壳某宝有买，为铝材质电镀，颜色可以后喷漆，价格便宜。   
LjrFIVgQ5TDaWwd8,价格,0,,新款2.0豪华提升比较多，老款优惠1万比较尴尬，不急用车的话，建议你年底冲量时购入新款。
eCRVcP7qzTEwsY6m,价格,0,,代理的价格吧。我朋友参加美孚年会的价格5升一桶0W-40的300
mwgrVdS0lceuPjH1,价格,0,,基础价18w，如果没有异响，再加2w，凡是卖斯巴鲁的90%是因为异响和噪音，受不了了才卖的，这车如果没有异响，很少会有人卖。
dloSVE124GTviNPL,价格,0,,说实话旗舰店4L500出头就是没有性价比了，更别说平时标价，纯粹是宰客，所以要买除非有更低的价格。
zfu0NKtCVvXrDeUi,价格,0,,这个价格还可以，尾翼大概成本500，前后护杠成本600左右，侧踏板成本最多800
EBh3kYb5eanuLqw7,价格,0,,TB有，如果怕假货，可以买旗舰店的，价格略高。
0hcGSNLWQne3kuqE,价格,0,,先去4S店叫他们检测，判断故障原因，看价格合不合适再决定修不修呗。
blzhHtvQLcxIyfod,价格,0,,其他不做评价，但一直觉得指南者的外观，是这个级别里最漂亮的，没有之一
Hv6EBj8tTAZphROb,价格,0,,哥们，裸车优惠了多少？
OG8z3WDXMeFRfYnr,价格,0,,斯巴鲁本来优惠幅度就不大    
bQIGj73D4BXPpCdy,价格,0,,保险全保，只打九点五折，车行可抽好几千块，贷15W三年利息也要一万多，再加2000手续费，实则贵不少    
kQKoDcN2pVsHnRvX,价格,0,,这价格不错了，我是春节前在西安提的2.5同款，优惠三千，啥也没送。
6cLXpr1xS2AKefTv,价格,0,,楼主优惠多少？我准备去滨江的4s看看
rTEKoLtW9vp3qVNM,价格,0,,我也是2.5豪华es，优惠现金1.5w 1500现金券    
ycZd3HgBt5wpGjkK,价格,0,,全款2.0高配裸车优惠多少    
OiMa4ugEcIYNsZ3Q,价格,0,,我已经在合肥这边定了，没有盐城那么大的优惠    
MR3lsLjIOEXeU2AD,价格,0,,罗锅上山坡----前（钱）紧，就买了低配2.5的了。   
q9uHxmI2frz8sX1C,价格,0,,一分钱一分货，不要买太便宜的，记住！！！我的教训，买了某配件大牌，不到200元一副的刹车片，装车时，修车店的师傅就说这玩意不行，能看得见的金属微粒，用了以后肯定刮盘，后来真的就是这样。我不是做广告的，也不是骂人的，那师傅说的应该还是对的，要买那种专业做刹车片的品牌，而不是什么都做的品牌。
ZwYtW93KxgOFi8D2,价格,0,,好车，就是没有什么性价比，但我喜欢！两个人，2.5排量，经常跑这样
af8n9cRIS4Vq0jmH,价格,0,,我开沃尔沃，想再买辆小的SUV。XV大小合适，顶配ES安全配置和沃尔沃相当了，就是质感差点。森林人最低配，做进去的视野很舒服，可惜ES就贵了，而且这两台车后排都没有出风口，杭州的夏天太难过了。    
WyUb7eGAJuz9Ftpc,价格,0,,日，我一直是N档点火~~~~~~~是否说明我的变速箱坏了！！！能不能换挡和岂不启动有半毛钱关系
clht2VSkB3fFrHze,价格,0,,拉到吧，你先拿出点证据证明你的雷达成本有多少钱再说吧！否则的话和放屁有什么分别？
ldRbIBz5vAqsJ4WP,价格,-1,,保养不贵，零件的价格现在相对很合理，对比进口大众要便宜。
WAFiDKqCfuP9xG7a,价格,0,,嗯嗯，不知道4s消除丢失钥匙的码需要多少钱，下次有机会去4s如果价格合理就消掉，先配一把钥匙，谢谢。
qTf2jyoJYALC5DZ9,价格,0,,阿里巴巴上有代理商在，价格比淘宝还是要便宜一些。
i7AtFZHh60kaGp3T,价格,0,,如果要静音的话你可以看看固特异御乘2代，价格要1000多元一条，安乘的500元左右也还行；也可以看看普利司通。
4Ist9FJBkGATqYjO,价格,1,,保养不贵了解清楚再说，至于维修费用不容易坏还考虑这个做什么 ，配件价格还可以就是等件时间长到是真的
ZfLWb4GQDRhgyvow,价格,1,,配件需要等，维修费用高。用买二手车的价格买个新的更好用。
HCkprjv6uWRh47sL,价格,0,,这批发动机漏油严重，抬发动机6000起步价
QYLVlAzboyFTHWuw,价格,0,,还有还有，为啥性能这么好的车，还那么便宜。在日本以及南美欧洲国家销售量那么惨淡呢？请问这是饥饿营销的一种吗？还是他们都不懂车，只有教授才是最牛逼的车神？
dkBrQ8FaUsD50qJ7,价格,-1,,价格贵 质量一般 保值率低 谨慎购买
8jgDfxBpO45FWl1m,价格,1,,看的我心潮澎湃，翻到价格立马拜拜
qCrxFMylGAKYfR8T,价格,0,,同样看中2.5豪华版ES，请问价格优惠多少？
rEG7UsMicjYIuO0H,价格,0,,本来想出手crv，感谢4s的加价行为让我躲开了刹车门、机油门，但现在不知道买什么车了
8lrYXUQIg1cFxjd7,价格,0,,五方桥这边的店比较大，准备在这边买，听说北方都是庞大垄断，价格没优惠，既然真的有优惠的地方
gDtCHTmXVEUsqiyW,价格,0,,让你选两个2.0，10款里程少不到9万，11款里程多，大概15万左右，价格一样，你选哪个？
3Zl8sQoSMrOUCyhg,价格,0,,这个价格很诱惑，具体看车况给价格
DIjbzLMF2vgEsxti,价格,0,,考虑了一下我还是决定丰田，斯巴鲁的价格还是高了一些（相比日本），保养也贵，而且在我这个城市没有四儿子店也不方便
j2bY7lqSH3PawNn5,价格,0,,小保养6684儿子价格
ouMTnWL81gZemPi9,价格,0,,我昨天也是试驾了2.5顶配，刹车是软……我还有个很不满意的是，喇叭太秀气啦……估计买回来得改……楼主提的什么价？
m1rOC6jMweNH2Q9J,价格,0,,对一分钱一分货。换位思考人车好好的可能特便宜卖你吗。二手车最忌讳贪便宜。正经车商的车都是有一个市场定价的。低于市场价格肯定有问题。
IoKEnR3JdXu0gG4h,价格,0,,我觉得斯巴鲁的CVT比奥迪的CVT还要好，新XV上的CVT更猛。已经习惯了CVT持续加速感后，会觉得AT的加速感很廉价。AT么就换挡的时候猛一点……
